Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Subcategory,Brand,Price,Quantity,Discount,Sales,Profit,State,City,Pin_Code,Payment_Type,Delivery_Status
10755,2025-03-30,C70207,Seth Brown,P2121,Nilkamal Cabinet,Home,Furniture,Nilkamal,5692,1,5,5407,1407,West Bengal,Kolkata,41373,Prepaid,Delivered
10756,2025-02-22,C80487,Arthur Williams,P2158,iPhone 13,Electronics,Mobile Phones,Apple,43564,3,0,130692,22529,Delhi,New Delhi,30615,COD,Cancelled
10757,2025-03-07,C85873,Richard Moses,P6632,boAt Smart Band,Electronics,Wearables,boAt,41410,1,5,39340,11472,West Bengal,Kolkata,85622,Prepaid,Delivered
10758,2025-01-26,C92056,Victoria Kemp,P2171,iPhone 13,Electronics,Mobile Phones,Apple,60259,2,20,96414,16904,Maharashtra,Mumbai,28000,Prepaid,Delivered
10759,2024-12-31,C41617,Linda Walker,P8418,Adidas Running Shoes,Fashion,Footwear,Adidas,29896,2,0,59792,7479,Rajasthan,Jaipur,01464,Prepaid,Delivered
10760,2025-04-06,C41002,Adam Hernandez,P4932,Bata Sandals,Fashion,Footwear,Bata,42897,3,20,102953,19143,Tamil Nadu,Chennai,26868,COD,Cancelled
10761,2024-10-28,C42415,Beverly Pruitt,P5290,Lenovo IdeaPad,Electronics,Laptops,Lenovo,50246,2,15,85418,19843,Karnataka,Bengaluru,41973,COD,Cancelled
10762,2025-03-10,C10709,Edward Tanner,P1163,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,62217,1,0,62217,16620,Karnataka,Bengaluru,45360,Prepaid,Shipped
10763,2025-01-25,C57986,Gary Adams,P9403,Levi's Jeans,Fashion,Clothing,Levi's,37026,3,10,99970,14042,Tamil Nadu,Chennai,40394,COD,Shipped
10764,2025-01-10,C21590,Evelyn Lambert,P8346,Dell Inspiron,Electronics,Laptops,Dell,9293,2,20,14869,2276,Karnataka,Bengaluru,53400,COD,Shipped
10765,2025-04-07,C63569,Tanya Smith,P1304,Allen Solly Shirt,Fashion,Clothing,Allen Solly,14416,1,20,11533,2377,Tamil Nadu,Chennai,94063,COD,Cancelled
10766,2025-01-14,C51655,Jennifer Stevenson,P1204,Lenovo IdeaPad,Electronics,Laptops,Lenovo,69933,3,10,188819,20215,Rajasthan,Jaipur,89949,COD,Cancelled
10767,2024-11-10,C13942,Cassidy Lee,P9893,Redmi Note 11,Electronics,Mobile Phones,Redmi,27478,1,5,26104,7027,Delhi,New Delhi,22889,Prepaid,Shipped
10768,2025-02-14,C46584,Cheryl Booth,P3885,Bata Sandals,Fashion,Footwear,Bata,65657,3,5,187122,51726,Tamil Nadu,Chennai,35979,Prepaid,Shipped
10769,2025-01-21,C86816,Carla Bond,P7433,Levi's Jeans,Fashion,Clothing,Levi's,1097,2,5,2084,428,Tamil Nadu,Chennai,87187,Prepaid,Cancelled
10770,2025-01-18,C89550,Timothy Hamilton,P5835,Levi's Jeans,Fashion,Clothing,Levi's,30219,2,15,51372,14582,Karnataka,Bengaluru,24577,COD,Cancelled
10771,2024-11-07,C67144,Amy Johnson,P7447,Allen Solly Shirt,Fashion,Clothing,Allen Solly,13293,3,0,39879,4024,Karnataka,Bengaluru,97132,COD,Cancelled
10772,2024-11-02,C35124,Miranda Ware,P6947,Pigeon Gas Stove,Home,Kitchen,Pigeon,69873,3,0,209619,49436,Karnataka,Bengaluru,78001,COD,Delivered
10773,2024-11-11,C80231,Daniel Howard,P2431,Bata Sandals,Fashion,Footwear,Bata,5468,1,15,4648,1317,West Bengal,Kolkata,13591,COD,Shipped
10774,2024-11-03,C12326,Calvin Berry,P2940,Adidas Running Shoes,Fashion,Footwear,Adidas,32057,3,20,76937,12676,Delhi,New Delhi,68956,COD,Shipped
10775,2024-11-24,C56321,Pamela Hudson,P1403,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,17310,1,15,14714,2897,Delhi,New Delhi,79543,COD,Shipped
10776,2024-12-10,C79761,Jason Gay,P9245,Pigeon Gas Stove,Home,Kitchen,Pigeon,44250,3,20,106200,27964,Delhi,New Delhi,98681,Prepaid,Shipped
10777,2025-04-09,C87346,Mitchell Thompson,P4409,Levi's Jeans,Fashion,Clothing,Levi's,52106,3,10,140686,16351,Rajasthan,Jaipur,90658,COD,Shipped
10778,2024-12-06,C87687,Michael Jackson,P2196,Nilkamal Cabinet,Home,Furniture,Nilkamal,46415,1,0,46415,10456,West Bengal,Kolkata,93626,Prepaid,Delivered
10779,2024-12-20,C95379,Nicole Foster,P7175,Bata Sandals,Fashion,Footwear,Bata,34045,2,0,68090,10250,Rajasthan,Jaipur,08667,Prepaid,Cancelled
10780,2024-11-21,C37466,Stephen Lang,P3972,IKEA Table,Home,Furniture,IKEA,20960,2,0,41920,8719,Gujarat,Ahmedabad,56532,Prepaid,Cancelled
10781,2025-02-07,C78004,Austin Franklin,P5908,HP Pavilion,Electronics,Laptops,HP,23845,3,10,64382,17540,Delhi,New Delhi,39421,Prepaid,Cancelled
10782,2024-12-02,C67129,Miguel Cooper,P8566,Adidas Running Shoes,Fashion,Footwear,Adidas,10659,2,5,20252,5781,Gujarat,Ahmedabad,22654,Prepaid,Shipped
10783,2024-11-02,C11651,Terri Smith,P7617,Nike Sneakers,Fashion,Footwear,Nike,29137,3,15,74299,10223,Maharashtra,Mumbai,81813,Prepaid,Delivered
10784,2025-02-14,C37225,Charles Grant,P3258,Adidas Running Shoes,Fashion,Footwear,Adidas,48541,3,5,138342,29504,Maharashtra,Mumbai,74865,COD,Delivered
10785,2024-12-20,C23597,Jordan Berg,P7824,Noise Smartwatch,Electronics,Wearables,Noise,59449,2,5,112953,33163,Delhi,New Delhi,09362,COD,Delivered
10786,2025-03-18,C52037,William Mcdonald,P7652,Nilkamal Cabinet,Home,Furniture,Nilkamal,42155,3,20,101172,25597,Gujarat,Ahmedabad,04320,Prepaid,Delivered
10787,2025-01-02,C63676,Rhonda Bryant,P7715,Noise Smartwatch,Electronics,Wearables,Noise,32402,1,10,29162,8379,Gujarat,Ahmedabad,15088,COD,Shipped
10788,2024-11-10,C16499,Elizabeth Evans,P1332,Pigeon Gas Stove,Home,Kitchen,Pigeon,52339,2,0,104678,27195,Maharashtra,Mumbai,20889,Prepaid,Delivered
10789,2025-01-18,C47390,Adriana Nguyen,P4360,Redmi Note 11,Electronics,Mobile Phones,Redmi,19764,2,0,39528,10169,Maharashtra,Mumbai,20846,Prepaid,Shipped
10790,2025-01-04,C42416,Elizabeth White,P7088,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,13419,3,5,38244,9761,Rajasthan,Jaipur,76211,Prepaid,Shipped
10791,2025-03-21,C80616,Angela Hancock,P3493,Zara Dress,Fashion,Clothing,Zara,2372,2,15,4032,709,West Bengal,Kolkata,67600,COD,Shipped
10792,2025-04-01,C10947,Robert Ferguson,P6317,Redmi Note 11,Electronics,Mobile Phones,Redmi,53083,1,15,45121,11425,Gujarat,Ahmedabad,18675,Prepaid,Shipped
10793,2025-04-10,C34755,Tyler Anderson,P3994,Dell Inspiron,Electronics,Laptops,Dell,24307,1,5,23092,5744,West Bengal,Kolkata,74111,COD,Shipped
10794,2024-12-24,C35578,Mrs. Angela Allen,P5909,Pigeon Gas Stove,Home,Kitchen,Pigeon,15280,2,20,24448,5190,Gujarat,Ahmedabad,27006,Prepaid,Cancelled
10795,2025-01-16,C11048,Michelle Bruce DVM,P8239,boAt Smart Band,Electronics,Wearables,boAt,48455,2,20,77528,12970,Tamil Nadu,Chennai,04132,COD,Cancelled
10796,2025-03-19,C33975,Erin Kelly,P2543,Adidas Running Shoes,Fashion,Footwear,Adidas,48893,3,10,132011,18481,Maharashtra,Mumbai,33620,COD,Cancelled
10797,2025-01-10,C59120,Nicole Rush,P9779,Adidas Running Shoes,Fashion,Footwear,Adidas,37172,1,15,31596,9211,Rajasthan,Jaipur,41333,COD,Delivered
10798,2025-04-03,C20121,Thomas Walker,P6511,Milton Water Bottle,Home,Kitchen,Milton,16705,1,20,13364,1990,Maharashtra,Mumbai,99716,Prepaid,Cancelled
10799,2025-03-08,C22600,Alexis Weiss,P9815,iPhone 13,Electronics,Mobile Phones,Apple,23938,2,5,45482,6918,West Bengal,Kolkata,96145,COD,Delivered
10800,2024-12-31,C10442,Rebecca Cain MD,P4775,Nike Sneakers,Fashion,Footwear,Nike,26613,2,15,45242,7487,Maharashtra,Mumbai,74257,Prepaid,Shipped
10801,2024-12-22,C49859,Christopher Barber,P2400,Adidas Running Shoes,Fashion,Footwear,Adidas,43569,1,20,34855,4088,Maharashtra,Mumbai,37343,COD,Shipped
10802,2024-11-23,C40568,Theresa Gomez,P6209,IKEA Table,Home,Furniture,IKEA,6217,2,0,12434,1310,Maharashtra,Mumbai,50043,COD,Shipped
10803,2024-11-14,C65858,David Lutz,P8274,Bata Sandals,Fashion,Footwear,Bata,15857,3,15,40435,7681,Karnataka,Bengaluru,22481,COD,Delivered
10804,2025-04-01,C65872,Michael Escobar,P7685,HP Pavilion,Electronics,Laptops,HP,41025,2,10,73845,9843,Tamil Nadu,Chennai,10679,Prepaid,Cancelled
10805,2025-03-24,C35087,James Miller,P9055,iPhone 13,Electronics,Mobile Phones,Apple,13187,1,5,12528,2171,Rajasthan,Jaipur,89184,COD,Shipped
10806,2025-02-03,C75805,Austin Nguyen,P7978,Pigeon Gas Stove,Home,Kitchen,Pigeon,37352,2,15,63498,15298,West Bengal,Kolkata,59837,Prepaid,Shipped
10807,2025-02-01,C12470,Rebecca Mejia,P7810,Mi Band 6,Electronics,Wearables,Mi,11317,1,10,10185,2335,Gujarat,Ahmedabad,21419,Prepaid,Delivered
10808,2025-03-13,C21017,Lisa Sawyer,P8324,Prestige Cooker,Home,Kitchen,Prestige,35538,3,0,106614,23028,Gujarat,Ahmedabad,57897,COD,Delivered
10809,2025-03-15,C21378,Joshua Snyder,P3427,HP Pavilion,Electronics,Laptops,HP,47942,2,5,91090,12973,Karnataka,Bengaluru,02706,Prepaid,Delivered
10810,2025-02-18,C95599,Cole Vasquez,P2249,Nike Sneakers,Fashion,Footwear,Nike,25169,1,10,22652,3505,Maharashtra,Mumbai,86817,Prepaid,Shipped
10811,2024-11-23,C92614,Laura Braun,P5544,Nike Sneakers,Fashion,Footwear,Nike,32383,2,20,51813,5775,Karnataka,Bengaluru,11988,Prepaid,Shipped
10812,2024-11-14,C84421,Joshua Gibbs,P3026,Milton Water Bottle,Home,Kitchen,Milton,66366,2,5,126095,14793,Maharashtra,Mumbai,81797,Prepaid,Shipped
10813,2024-12-19,C54753,Stephanie Conner,P7771,IKEA Table,Home,Furniture,IKEA,21702,2,10,39064,8056,Maharashtra,Mumbai,76623,Prepaid,Shipped
10814,2024-12-13,C92054,Jason Jones,P1084,Noise Smartwatch,Electronics,Wearables,Noise,6557,2,10,11803,3003,Delhi,New Delhi,37195,COD,Shipped
10815,2025-03-25,C78037,Samantha Evans,P8398,Bata Sandals,Fashion,Footwear,Bata,2722,1,5,2586,623,West Bengal,Kolkata,20042,Prepaid,Delivered
10816,2024-12-23,C63214,Adrian May,P4210,Allen Solly Shirt,Fashion,Clothing,Allen Solly,69489,3,15,177197,34847,Karnataka,Bengaluru,52992,Prepaid,Shipped
10817,2024-10-17,C94896,Robert Hudson,P9079,Redmi Note 11,Electronics,Mobile Phones,Redmi,12065,2,15,20510,5590,West Bengal,Kolkata,39023,Prepaid,Shipped
10818,2025-03-22,C15566,Michael Gibson,P5500,Nike Sneakers,Fashion,Footwear,Nike,39559,3,0,118677,34321,Maharashtra,Mumbai,09354,Prepaid,Cancelled
10819,2025-02-18,C52456,Maureen Salinas,P1497,Allen Solly Shirt,Fashion,Clothing,Allen Solly,30970,1,10,27873,5476,Gujarat,Ahmedabad,17194,COD,Delivered
10820,2024-12-31,C45464,Christopher Robinson,P8528,HP Pavilion,Electronics,Laptops,HP,68269,3,15,174086,49193,Rajasthan,Jaipur,72328,Prepaid,Shipped
10821,2024-11-05,C67757,Andrew Sullivan,P7184,Levi's Jeans,Fashion,Clothing,Levi's,2049,1,10,1844,186,Tamil Nadu,Chennai,37592,Prepaid,Delivered
10822,2024-11-18,C32501,Allison Flores,P5573,Lenovo IdeaPad,Electronics,Laptops,Lenovo,6274,1,0,6274,1751,Tamil Nadu,Chennai,55546,Prepaid,Shipped
10823,2025-01-24,C45321,Jose Kelly,P6336,IKEA Table,Home,Furniture,IKEA,11109,1,0,11109,1778,Tamil Nadu,Chennai,32752,Prepaid,Cancelled
10824,2025-02-24,C79244,Johnathan Mccann,P8176,boAt Smart Band,Electronics,Wearables,boAt,30977,3,20,74345,8502,West Bengal,Kolkata,06752,COD,Cancelled
10825,2025-03-27,C83927,Gina Luna,P7969,IKEA Table,Home,Furniture,IKEA,15130,3,20,36312,3979,Gujarat,Ahmedabad,74937,Prepaid,Delivered
10826,2024-11-23,C89108,Curtis Carter,P2483,Levi's Jeans,Fashion,Clothing,Levi's,4167,2,0,8334,1562,Tamil Nadu,Chennai,42908,Prepaid,Shipped
10827,2024-12-19,C84892,Rebecca White,P9998,Lenovo IdeaPad,Electronics,Laptops,Lenovo,54422,1,10,48980,6765,Maharashtra,Mumbai,94947,Prepaid,Shipped
10828,2025-01-04,C38710,Tony Salinas,P7284,Nilkamal Cabinet,Home,Furniture,Nilkamal,8396,3,5,23929,4297,West Bengal,Kolkata,14985,COD,Delivered
10829,2025-03-11,C49420,Rebecca Hardin,P9348,HP Pavilion,Electronics,Laptops,HP,19552,2,20,31283,8865,Delhi,New Delhi,21774,COD,Delivered
10830,2025-03-18,C18026,Daniel Gill,P9874,Allen Solly Shirt,Fashion,Clothing,Allen Solly,4692,1,0,4692,818,Delhi,New Delhi,17374,COD,Cancelled
10831,2025-02-01,C23052,Sophia Barker,P4389,Pigeon Gas Stove,Home,Kitchen,Pigeon,69382,2,15,117949,27168,Delhi,New Delhi,48033,Prepaid,Shipped
10832,2025-04-12,C75428,Luis Perez,P3144,Dell Inspiron,Electronics,Laptops,Dell,67163,1,15,57089,7585,Delhi,New Delhi,67742,COD,Delivered
10833,2025-01-01,C60523,Mr. Blake Rodriguez,P8174,Prestige Cooker,Home,Kitchen,Prestige,54553,2,10,98195,22597,Tamil Nadu,Chennai,22156,Prepaid,Delivered
10834,2024-12-13,C65628,Brian Harvey,P2391,IKEA Table,Home,Furniture,IKEA,19412,2,0,38824,10912,Karnataka,Bengaluru,84078,Prepaid,Shipped
10835,2025-01-26,C29043,Catherine Butler,P7974,Milton Water Bottle,Home,Kitchen,Milton,54316,1,10,48884,4963,Rajasthan,Jaipur,02231,Prepaid,Cancelled
10836,2025-03-13,C87846,Brenda Robertson,P2051,Lenovo IdeaPad,Electronics,Laptops,Lenovo,6887,3,20,16529,1875,Rajasthan,Jaipur,94256,Prepaid,Delivered
10837,2025-01-10,C64331,Debra Butler,P8720,Pigeon Gas Stove,Home,Kitchen,Pigeon,42693,3,15,108867,25207,West Bengal,Kolkata,08361,COD,Shipped
10838,2025-03-10,C17274,Derek Rogers,P4117,Nike Sneakers,Fashion,Footwear,Nike,38083,1,5,36179,8379,Delhi,New Delhi,14267,Prepaid,Cancelled
10839,2025-02-27,C93947,Katherine Guerra,P9996,Dell Inspiron,Electronics,Laptops,Dell,16339,1,20,13071,1648,Maharashtra,Mumbai,08120,Prepaid,Shipped
10840,2024-12-06,C81927,Heather Lee,P5510,Pigeon Gas Stove,Home,Kitchen,Pigeon,63609,1,5,60429,6840,Delhi,New Delhi,45136,Prepaid,Shipped
10841,2024-11-30,C48228,Ronald Lopez,P2586,Nilkamal Cabinet,Home,Furniture,Nilkamal,62799,2,10,113038,23752,West Bengal,Kolkata,50105,Prepaid,Cancelled
10842,2024-11-08,C71981,Darlene Jackson,P6054,Redmi Note 11,Electronics,Mobile Phones,Redmi,49100,1,15,41735,10012,Gujarat,Ahmedabad,45896,COD,Delivered
10843,2025-04-09,C77111,Shawn Caldwell,P1677,Bata Sandals,Fashion,Footwear,Bata,41122,3,5,117198,22884,Rajasthan,Jaipur,70579,COD,Cancelled
10844,2025-01-08,C37378,Dawn Fletcher,P1944,Levi's Jeans,Fashion,Clothing,Levi's,60382,3,5,172089,41121,Karnataka,Bengaluru,67502,Prepaid,Shipped
10845,2024-12-13,C31719,Stephanie Garcia,P6777,Dell Inspiron,Electronics,Laptops,Dell,44820,1,0,44820,5804,Gujarat,Ahmedabad,55838,COD,Cancelled
10846,2025-02-23,C66006,Cassie Salinas,P8551,Lenovo IdeaPad,Electronics,Laptops,Lenovo,9248,3,20,22195,3774,Tamil Nadu,Chennai,38133,COD,Delivered
10847,2025-03-07,C24113,Nancy Phillips,P7926,IKEA Table,Home,Furniture,IKEA,59500,2,15,101150,21404,Rajasthan,Jaipur,64207,COD,Delivered
10848,2025-04-08,C51396,Todd Sweeney,P2811,Dell Inspiron,Electronics,Laptops,Dell,20404,3,10,55091,14675,Rajasthan,Jaipur,71147,COD,Delivered
10849,2025-02-05,C35756,Angela Owen,P8927,Mi Band 6,Electronics,Wearables,Mi,55152,1,15,46879,11031,Gujarat,Ahmedabad,47463,COD,Shipped
10850,2025-01-06,C23899,Garrett Small,P2607,Redmi Note 11,Electronics,Mobile Phones,Redmi,37455,2,20,59928,8774,Delhi,New Delhi,14040,Prepaid,Cancelled
10851,2025-03-18,C95333,Mrs. Lori Hunter,P3027,Nike Sneakers,Fashion,Footwear,Nike,39379,3,10,106323,19258,Karnataka,Bengaluru,08718,COD,Cancelled
10852,2025-03-13,C83466,Randall Flores,P2613,Allen Solly Shirt,Fashion,Clothing,Allen Solly,44841,1,20,35873,4866,Rajasthan,Jaipur,80414,Prepaid,Delivered
10853,2024-12-15,C68715,Mr. Jason Marsh,P9800,Prestige Cooker,Home,Kitchen,Prestige,25309,2,0,50618,12552,Delhi,New Delhi,61264,Prepaid,Delivered
10854,2025-02-08,C52822,Phillip Melton,P8869,Bata Sandals,Fashion,Footwear,Bata,43747,1,0,43747,11906,Maharashtra,Mumbai,30813,Prepaid,Shipped
10855,2024-12-11,C59680,Jessica Sims,P9508,Urban Ladder Chair,Home,Furniture,Urban Ladder,5623,1,10,5061,704,Gujarat,Ahmedabad,76978,Prepaid,Cancelled
10856,2024-12-12,C74870,Dr. Kylie Powell,P2542,Milton Water Bottle,Home,Kitchen,Milton,4619,1,0,4619,624,Karnataka,Bengaluru,97733,COD,Shipped
10857,2025-01-04,C62942,Crystal Rowe,P8647,Mi Band 6,Electronics,Wearables,Mi,61602,1,10,55442,10709,Maharashtra,Mumbai,21872,COD,Delivered
10858,2025-02-19,C60423,Tiffany Nichols,P1566,Prestige Cooker,Home,Kitchen,Prestige,61644,3,0,184932,22661,Delhi,New Delhi,19560,COD,Delivered
10859,2024-12-12,C26365,Jorge Reynolds,P4160,Dell Inspiron,Electronics,Laptops,Dell,45920,1,10,41328,7564,Tamil Nadu,Chennai,20042,Prepaid,Delivered
10860,2025-02-09,C26371,Chelsea Peterson,P3293,HP Pavilion,Electronics,Laptops,HP,65748,2,20,105197,13391,Gujarat,Ahmedabad,86786,Prepaid,Cancelled
10861,2025-04-02,C99701,Chase Palmer,P2353,Adidas Running Shoes,Fashion,Footwear,Adidas,67400,3,5,192090,46516,Tamil Nadu,Chennai,79985,Prepaid,Delivered
10862,2025-04-07,C15133,Nicholas Mcclain,P9592,IKEA Table,Home,Furniture,IKEA,48822,1,10,43940,5521,Delhi,New Delhi,14122,Prepaid,Cancelled
10863,2025-03-07,C81216,Kelly Wolfe,P3931,Bata Sandals,Fashion,Footwear,Bata,18154,3,20,43570,7214,West Bengal,Kolkata,65182,Prepaid,Cancelled
10864,2024-12-10,C73939,Luis Clark,P5370,IKEA Table,Home,Furniture,IKEA,6796,3,5,19369,4622,Karnataka,Bengaluru,83586,COD,Delivered
10865,2025-04-13,C86563,Jose Peterson,P5249,Zara Dress,Fashion,Clothing,Zara,42706,3,0,128118,31484,West Bengal,Kolkata,77609,COD,Delivered
10866,2025-04-09,C35589,Nathan Garner,P4930,Dell Inspiron,Electronics,Laptops,Dell,63273,1,0,63273,11010,Rajasthan,Jaipur,09203,Prepaid,Cancelled
10867,2025-03-20,C61000,Rebecca Johnson,P3203,boAt Smart Band,Electronics,Wearables,boAt,13597,1,10,12237,3296,Karnataka,Bengaluru,13195,Prepaid,Cancelled
10868,2025-01-09,C85718,Diana Farmer,P2526,Urban Ladder Chair,Home,Furniture,Urban Ladder,51215,2,5,97308,25836,Rajasthan,Jaipur,33822,Prepaid,Cancelled
10869,2025-01-10,C66133,Nicholas Little,P2919,Allen Solly Shirt,Fashion,Clothing,Allen Solly,55448,2,10,99806,18022,West Bengal,Kolkata,46752,Prepaid,Delivered
10870,2025-03-06,C46936,Ian Gould,P2712,Nike Sneakers,Fashion,Footwear,Nike,40685,2,15,69164,7987,Tamil Nadu,Chennai,49678,Prepaid,Delivered
10871,2024-11-24,C61658,Vincent Carpenter,P1247,Redmi Note 11,Electronics,Mobile Phones,Redmi,31248,2,0,62496,15358,West Bengal,Kolkata,40897,COD,Delivered
10872,2025-01-01,C39683,Alison Bond,P5688,Adidas Running Shoes,Fashion,Footwear,Adidas,67919,3,10,183381,48594,Delhi,New Delhi,16074,Prepaid,Delivered
10873,2024-12-16,C18365,Charles Conley,P7267,Redmi Note 11,Electronics,Mobile Phones,Redmi,9757,1,15,8293,2084,Rajasthan,Jaipur,07150,COD,Shipped
10874,2025-02-20,C95001,Dorothy Gonzalez,P9567,Levi's Jeans,Fashion,Clothing,Levi's,1988,1,15,1690,242,Gujarat,Ahmedabad,86358,Prepaid,Shipped
10875,2024-12-25,C25218,Keith Gallagher,P2049,Urban Ladder Chair,Home,Furniture,Urban Ladder,51441,3,5,146607,25816,Maharashtra,Mumbai,88016,COD,Delivered
10876,2025-01-08,C51857,Mark Fuller,P1585,Zara Dress,Fashion,Clothing,Zara,22662,1,20,18130,1916,Gujarat,Ahmedabad,03218,Prepaid,Shipped
10877,2024-10-28,C39961,Mark James,P7191,Lenovo IdeaPad,Electronics,Laptops,Lenovo,55691,3,10,150366,34375,West Bengal,Kolkata,21528,Prepaid,Cancelled
10878,2025-03-05,C94394,Alexandra Grimes,P7785,Adidas Running Shoes,Fashion,Footwear,Adidas,23189,2,15,39421,10037,Karnataka,Bengaluru,22351,Prepaid,Cancelled
10879,2025-02-04,C50780,Susan Davis PhD,P3484,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,60674,3,0,182022,28738,Delhi,New Delhi,88032,Prepaid,Shipped
10880,2024-11-28,C40697,Kathleen Collins,P7318,Pigeon Gas Stove,Home,Kitchen,Pigeon,20707,1,5,19672,3882,Tamil Nadu,Chennai,49592,Prepaid,Delivered
10881,2025-03-07,C13454,Emily Pena,P6789,Allen Solly Shirt,Fashion,Clothing,Allen Solly,43847,3,20,105233,27575,Tamil Nadu,Chennai,92075,Prepaid,Delivered
10882,2025-01-20,C97064,Miss Samantha Rowe,P2255,HP Pavilion,Electronics,Laptops,HP,33621,3,15,85734,21529,Tamil Nadu,Chennai,32453,Prepaid,Cancelled
10883,2024-11-10,C90949,Tonya Garcia,P4511,Nike Sneakers,Fashion,Footwear,Nike,4634,3,20,11122,1990,Rajasthan,Jaipur,14334,Prepaid,Shipped
10884,2024-10-24,C96135,Anna Monroe,P4038,Adidas Running Shoes,Fashion,Footwear,Adidas,10010,1,20,8008,1020,Karnataka,Bengaluru,81091,COD,Delivered
10885,2025-01-08,C61627,Jerry Smith,P2536,Nike Sneakers,Fashion,Footwear,Nike,36141,3,15,92160,27029,Gujarat,Ahmedabad,81293,COD,Shipped
10886,2025-03-13,C22844,Lori Nixon,P4300,boAt Smart Band,Electronics,Wearables,boAt,29868,2,20,47789,11274,Delhi,New Delhi,92680,COD,Delivered
10887,2025-01-25,C35781,Leslie Spencer,P8972,Allen Solly Shirt,Fashion,Clothing,Allen Solly,32161,2,20,51458,10071,Tamil Nadu,Chennai,88687,Prepaid,Cancelled
10888,2025-01-02,C42409,Nina Ellis,P1517,boAt Smart Band,Electronics,Wearables,boAt,10867,3,15,27711,8212,West Bengal,Kolkata,74800,Prepaid,Shipped
10889,2024-12-03,C14477,Deborah Bates,P4542,Adidas Running Shoes,Fashion,Footwear,Adidas,31598,3,15,80575,8145,Gujarat,Ahmedabad,97224,Prepaid,Shipped
10890,2024-11-08,C76859,Laura Mccann,P5038,Nilkamal Cabinet,Home,Furniture,Nilkamal,47220,3,15,120411,33581,Maharashtra,Mumbai,91744,Prepaid,Shipped
10891,2025-01-23,C25541,Jeremy Hendricks,P6427,boAt Smart Band,Electronics,Wearables,boAt,17688,2,0,35376,7682,Gujarat,Ahmedabad,41270,Prepaid,Cancelled
10892,2024-12-17,C15283,Michelle Cline,P5724,Bata Sandals,Fashion,Footwear,Bata,9818,3,10,26509,6759,Tamil Nadu,Chennai,97900,COD,Cancelled
10893,2024-10-17,C19564,Sarah Forbes,P6450,Dell Inspiron,Electronics,Laptops,Dell,28966,1,0,28966,7757,West Bengal,Kolkata,43634,Prepaid,Cancelled
10894,2025-03-26,C66098,Kristin Duncan,P5185,Allen Solly Shirt,Fashion,Clothing,Allen Solly,53117,3,15,135448,34449,Maharashtra,Mumbai,88027,COD,Cancelled
10895,2024-10-16,C35171,Alicia Collins,P5141,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,48886,3,15,124659,35839,Gujarat,Ahmedabad,61133,COD,Shipped
10896,2024-11-06,C49238,Susan Porter,P2172,Dell Inspiron,Electronics,Laptops,Dell,47083,3,5,134187,23040,Gujarat,Ahmedabad,31501,Prepaid,Delivered
10897,2024-12-08,C56017,Kayla Mueller,P7311,Bata Sandals,Fashion,Footwear,Bata,26211,1,15,22279,4792,Karnataka,Bengaluru,35117,COD,Delivered
10898,2024-11-23,C98354,Jennifer Griffin,P8570,Milton Water Bottle,Home,Kitchen,Milton,20624,1,0,20624,3999,Delhi,New Delhi,62990,Prepaid,Cancelled
10899,2024-12-14,C54893,Peter Johnston,P3163,Zara Dress,Fashion,Clothing,Zara,46224,2,20,73958,18847,Maharashtra,Mumbai,79601,COD,Shipped
10900,2025-02-09,C10469,Ashley Steele,P7316,Dell Inspiron,Electronics,Laptops,Dell,61217,1,5,58156,16120,Gujarat,Ahmedabad,20629,Prepaid,Delivered
10901,2024-12-29,C63281,Robert Ramirez,P3097,Nike Sneakers,Fashion,Footwear,Nike,40229,2,0,80458,10908,Rajasthan,Jaipur,90285,COD,Shipped
10902,2025-03-10,C77645,Michelle Arnold,P1274,Zara Dress,Fashion,Clothing,Zara,56026,3,15,142866,21729,Rajasthan,Jaipur,60052,COD,Cancelled
10903,2025-01-14,C63527,Brandon Noble,P5028,Lenovo IdeaPad,Electronics,Laptops,Lenovo,60551,3,15,154405,43743,Delhi,New Delhi,23107,Prepaid,Delivered
10904,2025-01-31,C62215,David Burch,P6931,Lenovo IdeaPad,Electronics,Laptops,Lenovo,63253,3,5,180271,27661,Delhi,New Delhi,44074,Prepaid,Cancelled
10905,2024-12-24,C95168,Michael Thompson,P6816,iPhone 13,Electronics,Mobile Phones,Apple,40516,2,20,64826,12858,Karnataka,Bengaluru,37821,COD,Shipped
10906,2025-04-05,C26204,Joshua Turner,P9020,Noise Smartwatch,Electronics,Wearables,Noise,46155,1,0,46155,6624,Gujarat,Ahmedabad,35907,COD,Cancelled
10907,2025-03-12,C14970,Erica Galloway,P7527,IKEA Table,Home,Furniture,IKEA,49820,1,15,42347,10141,Delhi,New Delhi,46250,COD,Shipped
10908,2025-03-26,C74938,Jerry Dean,P4647,Dell Inspiron,Electronics,Laptops,Dell,17350,2,10,31230,6904,Rajasthan,Jaipur,47541,Prepaid,Cancelled
